Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
82	60.841957	48.18521	133.94054	-31.149773	1000.0	6.0887766	2.110466	8.048414	-3.9319499	1660000	-1.8692017e-08	38.551888	-0.006344477	-2.764061	0.8825806	0.003475001	0.0219	79.0	4692.448261976242
83	72.58989	61.79647	160.18275	-36.22312	1000.0	4.7854447	3.341989	8.0702095	-6.98192	1680000	-4.310608e-08	44.796814	-0.006678831	-0.80425644	0.88212675	0.005889228	0.02555	79.0	4747.689307928085
84	64.072495	50.17603	156.33006	-9.938842	1000.0	5.105021	2.8635902	8.157992	-6.0251937	1700000	-1.1920929e-09	36.610126	-0.006112458	-0.69791794	0.88199586	0.0033551934	0.01835	79.0	4802.262446403503
85	66.02359	51.793034	139.96565	-45.510124	1000.0	4.5952964	3.528881	8.203203	-6.034796	1720000	-6.198883e-09	30.616144	-0.007269954	-0.6648979	0.8815401	0.0036245342	0.02455	79.0	4857.185302972794
86	69.576065	50.820488	149.70717	-23.364725	1000.0	4.724954	3.610675	8.257211	-6.659323	1740000	-2.6130676e-08	31.982695	-0.0069738226	-0.60770416	0.88127995	0.003953862	0.02445	79.0	4912.245090246201
87	67.02333	46.936333	135.03848	-24.52911	1000.0	5.166784	2.992035	8.323856	-5.754689	1760000	-6.4611436e-09	32.57404	-0.00600489	-0.90239525	0.8809675	0.0033180923	0.0218	79.0	4967.605592012405
88	96.67682	49.198776	153.72539	-50.720898	1000.0	6.212652	2.7993178	8.387598	-6.643226	1780000	4.9591065e-09	45.0087	-0.006404197	-1.5550766	0.88064414	0.003985973	0.0221	79.0	5022.799462795258
89	88.96495	44.304295	147.55637	-8.6662245	1000.0	6.4521604	2.5124106	8.472327	-6.7760973	1800000	8.201599e-09	39.276833	-0.007613519	-0.6415558	0.8801406	0.0046078744	0.02765	79.0	5077.766941308975
90	75.764496	50.563915	142.74515	-61.55889	1000.0	6.042164	3.1232302	8.553321	-7.0746155	1820000	-7.724762e-09	40.462814	-0.006424314	-0.94633484	0.87966704	0.0036403579	0.02285	79.0	5132.417039394379
91	75.886765	59.628128	163.8596	-27.748701	1000.0	5.2011704	3.73906	8.595963	-7.4712515	1840000	-3.4570693e-08	44.936974	-0.0063512856	-0.6265297	0.87934786	0.0034134076	0.0201	79.0	5188.077077150345
92	86.76974	59.771385	176.52725	-24.250124	1000.0	5.5595803	3.798314	8.667398	-7.1143217	1860000	-4.5108795e-08	37.817482	-0.006784916	-0.85131836	0.878717	0.002785474	0.0195	79.0	5242.888986587524
93	85.37404	44.77168	152.10162	-27.541916	1000.0	6.3686924	2.9014423	8.739528	-6.906122	1880000	2.9087066e-09	30.7267	-0.006595753	-0.5167999	0.8780306	0.0038663575	0.0228	79.0	5297.6148998737335
94	50.505398	59.78955	142.82553	-36.181767	1000.0	4.349021	4.2078385	8.813857	-7.134278	1900000	-7.05719e-09	30.567822	-0.006528172	-1.2177219	0.87771994	0.0037795869	0.02305	79.0	5352.435381650925
95	58.53067	55.29691	160.5916	-46.271133	1000.0	4.288928	4.3767767	8.842521	-8.424218	1920000	-6.246567e-09	33.08243	-0.0059316657	-0.58714294	0.877413	0.0037484956	0.01365	79.0	5408.801827907562
96	80.68025	48.063763	152.9587	-29.710386	1000.0	5.4196486	3.8436415	8.871272	-7.835286	1940000	8.9645384e-09	38.79571	-0.006734907	-1.0420113	0.87740976	0.0042301035	0.0222	79.0	5463.870249032974
97	81.07623	56.69162	154.19339	-37.742577	1000.0	5.730655	3.7559834	8.946372	-7.1183333	1960000	1.168251e-08	34.31913	-0.0058541447	-0.5338478	0.87742263	0.0033419593	0.02055	79.0	5518.30403137207
98	82.50034	56.06005	148.86932	-32.83264	1000.0	5.96263	3.5582454	8.994366	-6.845517	1980000	-9.346008e-09	36.442066	-0.0068738335	-0.8526039	0.87750256	0.0029414634	0.02155	79.0	5575.425518512726
99	86.4305	55.057648	152.92587	-19.53387	1000.0	5.617132	4.2590303	9.05229	-8.304678	2000000	-1.6212464e-08	28.788626	-0.0067970646	-1.2803936	0.87721217	0.0039377837	0.0225	79.0	5630.023238897324
100	97.62755	44.57003	156.05434	-24.413593	1000.0	7.2415414	2.8877308	9.13507	-7.767597	2020000	4.1770935e-08	33.221813	-0.006389384	-0.5843582	0.87661093	0.0029062438	0.0174	79.0	5685.275945663452
101	57.044777	56.219147	137.89255	-39.901676	1000.0	5.556865	3.9410334	9.2042265	-7.080092	2040000	-1.4305114e-08	27.949453	-0.0059376894	-2.7805843	0.87617624	0.0051552695	0.0199	79.0	5740.424094438553
102	89.66861	49.880795	153.55946	-38.48942	1000.0	6.2291627	3.8527086	9.213029	-7.6861587	2060000	-1.2397766e-08	32.348476	-0.0062055266	-1.211071	0.87607557	0.0030165648	0.01745	79.0	5796.033700704575
103	81.70686	54.003414	150.69547	-17.855745	1000.0	5.6124787	4.350153	9.295164	-8.273823	2080000	3.170967e-09	28.687506	-0.0061695054	-0.55713654	0.8758375	0.003551604	0.0273	79.0	5852.250163078308
104	100.76093	38.450985	147.91759	-10.6128435	1000.0	7.298133	2.9553683	9.35785	-5.864833	2100000	-2.1076202e-08	32.740208	-0.0066183857	-0.6602135	0.8757007	0.003939075	0.0202	79.0	5908.0399305820465
105	101.41191	44.071655	153.30667	-6.075856	1000.0	7.419222	3.021672	9.424085	-6.6183352	2120000	4.3582915e-08	33.888767	-0.006708884	-0.5217476	0.87536925	0.0041581504	0.02535	79.0	5962.738314628601
106	54.1661	55.073986	159.67438	-19.502203	1000.0	5.0740876	4.206651	9.487934	-7.2581673	2140000	-3.8146974e-09	21.548998	-0.0065331804	-1.5791779	0.8748316	0.0034453312	0.0232	79.0	6017.561626434326
107	104.47069	45.149918	146.02122	-38.06612	1000.0	6.971556	3.8704433	9.509292	-7.548272	2160000	4.673004e-09	29.1268	-0.005911495	-2.550089	0.874536	0.0029988305	0.0219	79.0	6072.18692946434
